Order_ID,Order_Date,City,Category,Distance_KM,Traffic_Level,Weather,Delivery_Partner,Order_Value,Preparation_Time,Expected_Delivery_Time,Actual_Delivery_Time,Delivery_Status,Delay_Minutes,Day_of_Week,Month
10194,2025-07-13,Pune,Grocery,21.08,Low,Clear,Partner B,954.73,30,92.16,98.16,Delayed,6.0,Sunday,July
10195,2025-07-14,Delhi,Home & Kitchen,13.47,High,Cloudy,Partner B,3514.99,6,52.94,84.94,Delayed,32.0,Monday,July
10196,2025-07-15,Bangalore,Home & Kitchen,20.52,Low,Clear,Partner A,2664.49,12,73.03999999999999,74.03999999999999,Delayed,1.0,Tuesday,July
10197,2025-07-16,Mumbai,Electronics,8.99,Medium,Cloudy,Partner A,3322.91,14,51.980000000000004,73.98,Delayed,22.0,Wednesday,July
10198,2025-07-17,Hyderabad,Grocery,9.88,Low,Cloudy,Partner C,4470.5,20,59.760000000000005,66.76,Delayed,7.0,Thursday,July
10199,2025-07-18,Bangalore,Beauty,23.88,High,Clear,Partner B,2314.09,27,94.75999999999999,122.75999999999999,Delayed,28.0,Friday,July
10200,2025-07-19,Chennai,Electronics,13.95,Medium,Rainy,Partner B,4525.65,15,62.9,87.9,Delayed,25.000000000000007,Saturday,July
10201,2025-07-20,Delhi,Grocery,24.15,Low,Clear,Partner B,3803.21,22,90.3,97.3,Delayed,7.0,Sunday,July
10202,2025-07-21,Hyderabad,Grocery,24.85,Medium,Clear,Partner C,2545.3,26,95.7,115.7,Delayed,20.0,Monday,July
10203,2025-07-22,Delhi,Electronics,25.87,Medium,Cloudy,Partner B,3095.47,18,89.74000000000001,103.74000000000001,Delayed,14.0,Tuesday,July
10204,2025-07-23,Chennai,Home & Kitchen,27.58,High,Clear,Partner A,1762.79,12,87.16,117.16,Delayed,30.0,Wednesday,July
10205,2025-07-24,Delhi,Grocery,13.5,Low,Clear,Partner C,4921.27,27,74.0,81.0,Delayed,7.0,Thursday,July
10206,2025-07-25,Mumbai,Home & Kitchen,10.25,High,Cloudy,Partner A,3403.29,19,59.5,90.5,Delayed,31.0,Friday,July
10207,2025-07-26,Hyderabad,Electronics,17.88,High,Cloudy,Partner A,410.46,21,76.75999999999999,94.75999999999999,Delayed,18.0,Saturday,July
10208,2025-07-27,Hyderabad,Home & Kitchen,11.76,High,Clear,Partner C,1767.79,25,68.52,94.52,Delayed,26.0,Sunday,July
10209,2025-07-28,Chennai,Clothing,18.43,Medium,Rainy,Partner D,3191.91,22,78.86,107.86,Delayed,29.0,Monday,July
10210,2025-07-29,Mumbai,Beauty,21.46,Medium,Cloudy,Partner D,470.4,10,72.92,95.92,Delayed,23.0,Tuesday,July
10211,2025-07-30,Bangalore,Grocery,20.96,Medium,Rainy,Partner A,314.64,27,88.92,112.92,Delayed,24.0,Wednesday,July
10212,2025-07-31,Delhi,Beauty,11.86,High,Clear,Partner D,2360.12,18,61.72,83.72,Delayed,22.0,Thursday,July
10213,2025-08-01,Pune,Home & Kitchen,5.84,Medium,Cloudy,Partner B,1796.91,27,58.68,69.68,Delayed,11.000000000000007,Friday,August
10214,2025-08-02,Delhi,Grocery,13.49,Medium,Rainy,Partner C,2303.83,7,53.980000000000004,82.98,Delayed,29.0,Saturday,August
10215,2025-08-03,Delhi,Home & Kitchen,5.14,Medium,Cloudy,Partner A,1460.93,11,41.28,56.28,Delayed,15.0,Sunday,August
10216,2025-08-04,Bangalore,Clothing,26.81,Medium,Cloudy,Partner B,990.65,19,92.62,103.62,Delayed,11.0,Monday,August
10217,2025-08-05,Delhi,Electronics,11.03,High,Clear,Partner D,3507.89,25,67.06,96.06,Delayed,29.0,Tuesday,August
10218,2025-08-06,Mumbai,Grocery,5.48,Low,Clear,Partner B,2669.94,28,58.96,60.96,Delayed,2.0,Wednesday,August
10219,2025-08-07,Mumbai,Clothing,1.74,High,Clear,Partner D,1160.74,20,43.480000000000004,62.480000000000004,Delayed,19.0,Thursday,August
10220,2025-08-08,Hyderabad,Clothing,19.73,Medium,Clear,Partner A,1734.03,20,79.46000000000001,87.46000000000001,Delayed,8.0,Friday,August
10221,2025-08-09,Chennai,Grocery,19.47,High,Rainy,Partner B,3040.68,12,70.94,102.94,Delayed,32.0,Saturday,August
10222,2025-08-10,Pune,Home & Kitchen,10.88,Medium,Clear,Partner C,546.7,11,52.760000000000005,58.760000000000005,Delayed,6.0,Sunday,August
10223,2025-08-11,Delhi,Clothing,3.08,Medium,Rainy,Partner A,907.77,10,36.16,64.16,Delayed,28.0,Monday,August
10224,2025-08-12,Delhi,Beauty,12.88,High,Rainy,Partner B,551.58,6,51.760000000000005,79.76,Delayed,28.0,Tuesday,August
10225,2025-08-13,Bangalore,Clothing,10.03,Low,Clear,Partner B,4099.12,26,66.06,62.06,On Time,-4.0,Wednesday,August
10226,2025-08-14,Chennai,Home & Kitchen,20.64,High,Clear,Partner D,3811.56,17,78.28,101.28,Delayed,23.0,Thursday,August
10227,2025-08-15,Mumbai,Home & Kitchen,18.57,Medium,Rainy,Partner A,3815.9,16,73.14,104.14,Delayed,31.0,Friday,August
10228,2025-08-16,Pune,Beauty,11.57,Medium,Rainy,Partner A,3638.36,19,62.14,92.14,Delayed,30.0,Saturday,August
10229,2025-08-17,Hyderabad,Clothing,7.32,Medium,Clear,Partner A,3413.05,13,47.64,61.64,Delayed,14.0,Sunday,August
10230,2025-08-18,Mumbai,Home & Kitchen,29.65,Medium,Clear,Partner A,2489.56,6,85.3,92.3,Delayed,7.0,Monday,August
10231,2025-08-19,Chennai,Grocery,14.17,Medium,Cloudy,Partner D,3282.94,21,69.34,91.34,Delayed,22.0,Tuesday,August
10232,2025-08-20,Hyderabad,Electronics,20.96,Low,Cloudy,Partner C,384.14,9,70.92,77.92,Delayed,7.0,Wednesday,August
10233,2025-08-21,Bangalore,Electronics,5.08,Low,Clear,Partner A,3183.03,15,45.16,43.16,On Time,-2.0,Thursday,August
10234,2025-08-22,Bangalore,Electronics,15.08,Low,Cloudy,Partner D,3933.81,26,76.16,83.16,Delayed,7.0,Friday,August
10235,2025-08-23,Delhi,Clothing,1.8,High,Clear,Partner C,2601.72,23,46.6,72.6,Delayed,25.999999999999993,Saturday,August
10236,2025-08-24,Chennai,Beauty,15.66,High,Clear,Partner C,1916.06,28,79.32,101.32,Delayed,22.0,Sunday,August
10237,2025-08-25,Pune,Home & Kitchen,28.96,Medium,Clear,Partner D,1531.65,11,88.92,96.92,Delayed,8.0,Monday,August
10238,2025-08-26,Hyderabad,Grocery,12.14,Medium,Clear,Partner A,3285.45,6,50.28,65.28,Delayed,15.0,Tuesday,August
10239,2025-08-27,Mumbai,Grocery,2.13,Medium,Clear,Partner C,3525.45,20,44.26,58.26,Delayed,14.0,Wednesday,August
10240,2025-08-28,Chennai,Clothing,1.9,Medium,Clear,Partner A,4380.64,16,39.8,53.8,Delayed,14.0,Thursday,August
10241,2025-08-29,Chennai,Electronics,12.25,High,Clear,Partner A,1843.2,27,71.5,98.5,Delayed,27.0,Friday,August
10242,2025-08-30,Bangalore,Clothing,5.64,High,Clear,Partner B,3894.91,19,50.28,71.28,Delayed,21.0,Saturday,August
10243,2025-08-31,Delhi,Beauty,1.68,Medium,Clear,Partner A,2894.51,5,28.36,37.36,Delayed,9.0,Sunday,August
10244,2025-09-01,Delhi,Beauty,22.93,High,Rainy,Partner B,4437.62,29,94.86,129.86,Delayed,35.000000000000014,Monday,September
10245,2025-09-02,Hyderabad,Home & Kitchen,14.3,Low,Clear,Partner C,2733.5,17,65.6,63.599999999999994,On Time,-2.0,Tuesday,September
10246,2025-09-03,Bangalore,Home & Kitchen,9.39,High,Clear,Partner D,2684.62,27,65.78,82.78,Delayed,17.0,Wednesday,September
10247,2025-09-04,Chennai,Beauty,27.1,Low,Cloudy,Partner B,2973.81,10,84.2,94.2,Delayed,10.0,Thursday,September
10248,2025-09-05,Pune,Beauty,4.37,Medium,Rainy,Partner D,3796.71,17,45.74,63.74000000000001,Delayed,18.000000000000007,Friday,September
10249,2025-09-06,Bangalore,Beauty,28.72,Medium,Clear,Partner C,4830.51,22,99.44,104.44,Delayed,5.0,Saturday,September
10250,2025-09-07,Hyderabad,Clothing,10.11,Medium,Cloudy,Partner A,553.1,7,47.22,65.22,Delayed,18.0,Sunday,September
10251,2025-09-08,Hyderabad,Beauty,26.76,Low,Cloudy,Partner C,456.49,5,78.52000000000001,81.52000000000001,Delayed,3.0,Monday,September
10252,2025-09-09,Bangalore,Grocery,18.49,High,Cloudy,Partner D,4700.24,19,75.97999999999999,102.97999999999999,Delayed,27.0,Tuesday,September
10253,2025-09-10,Hyderabad,Electronics,24.97,Low,Clear,Partner C,2743.4,30,99.94,95.94,On Time,-4.0,Wednesday,September
10254,2025-09-11,Bangalore,Beauty,29.54,Medium,Cloudy,Partner A,3151.53,17,96.08,111.08,Delayed,15.0,Thursday,September
10255,2025-09-12,Mumbai,Electronics,9.36,Low,Clear,Partner C,2515.63,9,47.72,47.72,On Time,0.0,Friday,September
10256,2025-09-13,Bangalore,Clothing,28.87,Medium,Cloudy,Partner A,649.56,29,106.74000000000001,125.74000000000001,Delayed,19.0,Saturday,September
10257,2025-09-14,Bangalore,Electronics,12.29,Medium,Cloudy,Partner B,3886.83,17,61.58,80.58,Delayed,19.0,Sunday,September
10258,2025-09-15,Hyderabad,Clothing,12.18,Medium,Clear,Partner D,3786.68,26,70.36,79.36,Delayed,9.0,Monday,September
10259,2025-09-16,Hyderabad,Grocery,10.87,Low,Rainy,Partner A,1696.18,9,50.739999999999995,69.74,Delayed,19.0,Tuesday,September
10260,2025-09-17,Delhi,Clothing,16.7,Low,Clear,Partner A,1669.95,23,76.4,72.4,On Time,-4.0,Wednesday,September
10261,2025-09-18,Delhi,Clothing,5.47,Medium,Rainy,Partner C,4221.64,25,55.94,78.94,Delayed,23.0,Thursday,September
10262,2025-09-19,Mumbai,Home & Kitchen,17.06,High,Clear,Partner B,547.31,28,82.12,98.12,Delayed,16.0,Friday,September
10263,2025-09-20,Delhi,Beauty,16.71,High,Clear,Partner A,4429.3,22,75.42,102.42,Delayed,27.0,Saturday,September
10264,2025-09-21,Bangalore,Beauty,23.1,Low,Clear,Partner B,1431.98,25,91.2,99.2,Delayed,8.0,Sunday,September
10265,2025-09-22,Hyderabad,Grocery,25.18,Medium,Rainy,Partner B,3046.33,26,96.36,117.36,Delayed,21.0,Monday,September
10266,2025-09-23,Delhi,Grocery,13.77,Low,Clear,Partner C,4692.77,14,61.54,57.54,On Time,-4.0,Tuesday,September
10267,2025-09-24,Delhi,Beauty,9.77,Low,Clear,Partner A,3454.99,28,67.53999999999999,72.53999999999999,Delayed,5.0,Wednesday,September
10268,2025-09-25,Mumbai,Home & Kitchen,8.52,Medium,Clear,Partner C,2189.26,12,49.04,63.04,Delayed,14.0,Thursday,September
10269,2025-09-26,Chennai,Beauty,6.64,Medium,Cloudy,Partner D,3509.76,19,52.28,70.28,Delayed,18.0,Friday,September
10270,2025-09-27,Mumbai,Home & Kitchen,2.67,Low,Cloudy,Partner D,1851.1,25,50.34,58.34,Delayed,8.0,Saturday,September
10271,2025-09-28,Bangalore,Grocery,10.93,Low,Clear,Partner A,1530.84,29,70.86,66.86,On Time,-4.0,Sunday,September
10272,2025-09-29,Hyderabad,Electronics,8.84,Low,Clear,Partner B,4984.08,24,61.68,70.68,Delayed,9.000000000000007,Monday,September
10273,2025-09-30,Mumbai,Grocery,29.03,High,Clear,Partner A,3803.79,29,107.06,128.06,Delayed,21.0,Tuesday,September
10274,2025-10-01,Delhi,Grocery,17.17,High,Clear,Partner A,3294.66,27,81.34,104.34,Delayed,23.0,Wednesday,October
10275,2025-10-02,Hyderabad,Clothing,11.07,Low,Clear,Partner D,1905.39,26,68.14,67.14,On Time,-1.0,Thursday,October
10276,2025-10-03,Hyderabad,Clothing,17.83,Low,Cloudy,Partner D,435.97,8,63.66,67.66,Delayed,4.0,Friday,October
10277,2025-10-04,Delhi,Clothing,5.04,High,Clear,Partner B,349.07,6,36.08,54.08,Delayed,18.0,Saturday,October
10278,2025-10-05,Mumbai,Clothing,13.88,High,Clear,Partner B,2860.07,28,75.76,91.76,Delayed,16.0,Sunday,October
10279,2025-10-06,Delhi,Home & Kitchen,19.16,Medium,Clear,Partner A,3857.76,10,68.32,75.32,Delayed,7.0,Monday,October
10280,2025-10-07,Chennai,Beauty,15.18,Low,Rainy,Partner C,2779.42,7,57.36,65.36,Delayed,8.0,Tuesday,October
10281,2025-10-08,Hyderabad,Electronics,12.65,Low,Rainy,Partner A,4235.77,11,56.3,67.3,Delayed,11.0,Wednesday,October
10282,2025-10-09,Pune,Grocery,29.82,Medium,Rainy,Partner B,360.45,14,93.64,115.64,Delayed,22.0,Thursday,October
10283,2025-10-10,Pune,Home & Kitchen,26.53,Medium,Clear,Partner C,1960.41,27,100.06,119.06,Delayed,19.0,Friday,October
10284,2025-10-11,Bangalore,Electronics,19.08,Low,Clear,Partner D,1337.94,10,68.16,77.16,Delayed,9.0,Saturday,October
10285,2025-10-12,Delhi,Home & Kitchen,17.51,Medium,Clear,Partner B,2346.91,20,75.02000000000001,86.02000000000001,Delayed,11.0,Sunday,October
10286,2025-10-13,Delhi,Home & Kitchen,19.0,Low,Clear,Partner B,547.41,6,64.0,61.0,On Time,-3.0,Monday,October
10287,2025-10-14,Bangalore,Grocery,6.84,High,Cloudy,Partner C,4779.83,28,61.68,82.68,Delayed,21.000000000000007,Tuesday,October
10288,2025-10-15,Bangalore,Beauty,12.46,Medium,Cloudy,Partner B,1271.63,21,65.92,80.92,Delayed,15.0,Wednesday,October
10289,2025-10-16,Bangalore,Clothing,2.14,Low,Rainy,Partner B,4627.08,17,41.28,51.28,Delayed,10.0,Thursday,October
10290,2025-10-17,Hyderabad,Beauty,14.79,Medium,Rainy,Partner B,2244.29,5,54.58,77.58,Delayed,23.0,Friday,October
10291,2025-10-18,Chennai,Grocery,16.75,Medium,Clear,Partner B,4930.52,10,63.5,79.5,Delayed,16.0,Saturday,October
10292,2025-10-19,Delhi,Grocery,7.6,High,Cloudy,Partner B,2859.48,9,44.2,67.2,Delayed,23.0,Sunday,October
10293,2025-10-20,Hyderabad,Grocery,28.96,Medium,Clear,Partner B,4668.0,29,106.92,117.92,Delayed,11.0,Monday,October
10294,2025-10-21,Bangalore,Electronics,27.37,Low,Clear,Partner B,225.68,17,91.74000000000001,86.74000000000001,On Time,-5.0,Tuesday,October
10295,2025-10-22,Delhi,Beauty,21.94,Medium,Cloudy,Partner B,3791.55,27,90.88,100.88,Delayed,10.0,Wednesday,October
10296,2025-10-23,Hyderabad,Beauty,16.47,Low,Clear,Partner D,4534.64,22,74.94,74.94,On Time,0.0,Thursday,October
10297,2025-10-24,Chennai,Home & Kitchen,26.23,High,Clear,Partner B,870.66,16,88.46000000000001,118.46000000000001,Delayed,30.0,Friday,October
10298,2025-10-25,Hyderabad,Home & Kitchen,4.79,Medium,Clear,Partner D,661.4,11,40.58,47.58,Delayed,7.0,Saturday,October
10299,2025-10-26,Chennai,Home & Kitchen,23.92,Medium,Cloudy,Partner D,2237.95,19,86.84,109.84,Delayed,23.0,Sunday,October
10300,2025-10-27,Bangalore,Grocery,4.62,Low,Cloudy,Partner A,4681.66,7,36.24,48.24,Delayed,12.0,Monday,October
10301,2025-10-28,Chennai,Beauty,24.03,Medium,Clear,Partner A,2803.46,20,88.06,106.06,Delayed,18.0,Tuesday,October
10302,2025-10-29,Delhi,Grocery,9.0,High,Rainy,Partner D,2731.79,5,43.0,84.0,Delayed,41.0,Wednesday,October
10303,2025-10-30,Bangalore,Electronics,26.44,High,Clear,Partner D,877.41,20,92.88,122.88,Delayed,30.0,Thursday,October
10304,2025-10-31,Delhi,Home & Kitchen,28.38,Low,Clear,Partner B,203.79,28,104.75999999999999,114.75999999999999,Delayed,10.0,Friday,October
10305,2025-11-01,Pune,Grocery,5.32,Low,Cloudy,Partner A,4088.67,16,46.64,57.64,Delayed,11.0,Saturday,November
10306,2025-11-02,Mumbai,Grocery,14.42,High,Cloudy,Partner C,620.36,23,71.84,95.84,Delayed,24.0,Sunday,November
10307,2025-11-03,Chennai,Electronics,29.45,High,Rainy,Partner A,3242.48,12,90.9,125.9,Delayed,35.0,Monday,November
10308,2025-11-04,Mumbai,Clothing,15.02,Low,Clear,Partner D,4590.16,27,77.03999999999999,74.03999999999999,On Time,-3.0,Tuesday,November
10309,2025-11-05,Mumbai,Beauty,26.04,Medium,Cloudy,Partner D,1201.53,16,88.08,109.08,Delayed,21.0,Wednesday,November
10310,2025-11-06,Chennai,Clothing,18.07,Medium,Cloudy,Partner B,3393.31,19,75.14,83.14,Delayed,8.0,Thursday,November
10311,2025-11-07,Bangalore,Home & Kitchen,11.88,High,Rainy,Partner B,577.75,6,49.760000000000005,85.76,Delayed,36.0,Friday,November
10312,2025-11-08,Pune,Grocery,9.29,Low,Clear,Partner A,3098.02,21,59.58,68.58,Delayed,9.0,Saturday,November
10313,2025-11-09,Delhi,Electronics,6.89,Low,Cloudy,Partner B,986.87,11,44.78,54.78,Delayed,10.0,Sunday,November
10314,2025-11-10,Hyderabad,Electronics,23.09,High,Cloudy,Partner C,3732.58,17,83.18,106.18,Delayed,23.0,Monday,November
10315,2025-11-11,Delhi,Beauty,12.21,Low,Clear,Partner C,1645.91,5,49.42,55.42,Delayed,6.0,Tuesday,November
10316,2025-11-12,Hyderabad,Clothing,15.83,Medium,Clear,Partner B,2424.28,10,61.66,66.66,Delayed,5.0,Wednesday,November
10317,2025-11-13,Delhi,Beauty,15.28,Medium,Clear,Partner C,3077.27,17,67.56,72.56,Delayed,5.0,Thursday,November
10318,2025-11-14,Chennai,Grocery,17.74,Medium,Cloudy,Partner C,1022.11,15,70.47999999999999,91.47999999999999,Delayed,21.0,Friday,November
10319,2025-11-15,Pune,Beauty,26.1,Medium,Rainy,Partner A,3759.86,14,86.2,110.2,Delayed,24.0,Saturday,November
10320,2025-11-16,Hyderabad,Electronics,29.44,Medium,Cloudy,Partner C,1652.67,20,98.88,114.88,Delayed,16.0,Sunday,November
10321,2025-11-17,Bangalore,Electronics,12.82,Low,Cloudy,Partner D,3379.38,30,75.64,74.64,On Time,-1.0,Monday,November
10322,2025-11-18,Delhi,Home & Kitchen,25.0,Medium,Cloudy,Partner D,959.76,28,98.0,114.0,Delayed,16.0,Tuesday,November
10323,2025-11-19,Delhi,Home & Kitchen,23.17,High,Clear,Partner A,3502.96,27,93.34,112.34,Delayed,19.0,Wednesday,November
10324,2025-11-20,Hyderabad,Grocery,17.63,High,Clear,Partner B,815.3,24,79.25999999999999,106.25999999999999,Delayed,27.0,Thursday,November
10325,2025-11-21,Bangalore,Clothing,28.73,Low,Clear,Partner A,2241.71,21,98.46000000000001,100.46000000000001,Delayed,2.0,Friday,November
10326,2025-11-22,Bangalore,Beauty,6.81,Low,Clear,Partner B,1386.59,21,54.62,55.62,Delayed,1.0,Saturday,November
10327,2025-11-23,Chennai,Grocery,4.17,Low,Clear,Partner B,3792.2,8,36.34,37.34,Delayed,1.0,Sunday,November
10328,2025-11-24,Chennai,Home & Kitchen,25.76,Medium,Cloudy,Partner B,1457.77,9,80.52000000000001,103.52000000000001,Delayed,23.0,Monday,November
10329,2025-11-25,Chennai,Beauty,13.74,Medium,Clear,Partner B,4432.24,27,74.48,82.48,Delayed,8.0,Tuesday,November
10330,2025-11-26,Chennai,Home & Kitchen,25.56,Medium,Clear,Partner B,4480.74,18,89.12,95.12,Delayed,6.0,Wednesday,November
10331,2025-11-27,Chennai,Beauty,26.9,Low,Clear,Partner A,1142.92,24,97.8,96.8,On Time,-1.0,Thursday,November
10332,2025-11-28,Chennai,Clothing,2.81,Low,Clear,Partner B,3146.46,14,39.620000000000005,49.620000000000005,Delayed,10.0,Friday,November
10333,2025-11-29,Pune,Grocery,26.62,Medium,Rainy,Partner C,621.04,18,91.24000000000001,121.24000000000001,Delayed,30.0,Saturday,November
10334,2025-11-30,Bangalore,Beauty,14.0,Medium,Rainy,Partner C,2079.38,5,53.0,80.0,Delayed,27.0,Sunday,November
10335,2025-12-01,Chennai,Electronics,15.8,Low,Cloudy,Partner B,3623.94,15,66.6,74.6,Delayed,8.0,Monday,December
10336,2025-12-02,Bangalore,Electronics,19.17,Medium,Clear,Partner C,3365.23,30,88.34,95.34,Delayed,7.0,Tuesday,December
10337,2025-12-03,Bangalore,Beauty,27.87,Low,Cloudy,Partner D,3198.56,27,102.74000000000001,114.74000000000001,Delayed,12.0,Wednesday,December
10338,2025-12-04,Mumbai,Beauty,1.55,High,Rainy,Partner A,1556.2,22,45.1,85.1,Delayed,39.99999999999999,Thursday,December
10339,2025-12-05,Pune,Beauty,14.83,High,Cloudy,Partner A,2014.52,20,69.66,95.66,Delayed,26.0,Friday,December
10340,2025-12-06,Chennai,Electronics,20.94,Low,Clear,Partner B,694.14,22,83.88,83.88,On Time,0.0,Saturday,December
10341,2025-12-07,Delhi,Electronics,21.96,Low,Cloudy,Partner B,3651.31,12,75.92,73.92,On Time,-2.0,Sunday,December
10342,2025-12-08,Hyderabad,Beauty,21.08,Medium,Rainy,Partner D,2618.67,14,76.16,95.16,Delayed,19.0,Monday,December
10343,2025-12-09,Delhi,Home & Kitchen,4.9,Low,Cloudy,Partner B,3602.08,30,59.8,68.8,Delayed,9.0,Tuesday,December
10344,2025-12-10,Pune,Home & Kitchen,9.68,Medium,Cloudy,Partner C,1394.93,14,53.36,64.36,Delayed,11.0,Wednesday,December
10345,2025-12-11,Hyderabad,Clothing,11.4,High,Clear,Partner D,1757.3,9,51.8,81.8,Delayed,30.0,Thursday,December
10346,2025-12-12,Pune,Grocery,24.33,Medium,Cloudy,Partner C,1804.23,14,82.66,98.66,Delayed,16.0,Friday,December
10347,2025-12-13,Bangalore,Home & Kitchen,9.08,High,Clear,Partner A,323.56,22,60.16,85.16,Delayed,25.0,Saturday,December
10348,2025-12-14,Hyderabad,Electronics,7.11,Medium,Cloudy,Partner C,1837.03,25,59.22,72.22,Delayed,13.0,Sunday,December
10349,2025-12-15,Bangalore,Home & Kitchen,28.77,Low,Clear,Partner A,4055.86,28,105.53999999999999,103.53999999999999,On Time,-2.0,Monday,December
10350,2025-12-16,Delhi,Clothing,1.26,Medium,Clear,Partner C,4507.03,10,32.519999999999996,37.519999999999996,Delayed,5.0,Tuesday,December
10351,2025-12-17,Delhi,Clothing,29.94,Medium,Clear,Partner A,2687.45,7,86.88,98.88,Delayed,12.0,Wednesday,December
10352,2025-12-18,Hyderabad,Grocery,20.63,Medium,Cloudy,Partner B,2386.41,12,73.25999999999999,94.25999999999999,Delayed,21.0,Thursday,December
10353,2025-12-19,Hyderabad,Home & Kitchen,25.03,Low,Clear,Partner C,347.96,13,83.06,88.06,Delayed,5.0,Friday,December
10354,2025-12-20,Chennai,Electronics,9.54,Low,Cloudy,Partner A,4420.18,9,48.08,47.08,On Time,-1.0,Saturday,December
10355,2025-12-21,Pune,Electronics,1.42,High,Cloudy,Partner C,262.45,6,28.84,56.84,Delayed,28.000000000000004,Sunday,December
10356,2025-12-22,Chennai,Beauty,22.4,Low,Clear,Partner D,4734.8,6,70.8,79.8,Delayed,9.0,Monday,December
10357,2025-12-23,Pune,Electronics,25.19,High,Clear,Partner B,2548.24,11,81.38,106.38,Delayed,25.0,Tuesday,December
10358,2025-12-24,Chennai,Grocery,22.47,High,Clear,Partner A,1841.29,21,85.94,107.94,Delayed,22.0,Wednesday,December
10359,2025-12-25,Bangalore,Grocery,5.14,High,Rainy,Partner D,4636.25,14,44.28,76.28,Delayed,32.0,Thursday,December
10360,2025-12-26,Hyderabad,Electronics,22.85,Medium,Cloudy,Partner C,317.08,16,81.7,96.7,Delayed,15.0,Friday,December
10361,2025-12-27,Delhi,Electronics,23.3,Medium,Clear,Partner D,2990.84,6,72.6,82.6,Delayed,10.0,Saturday,December
10362,2025-12-28,Pune,Beauty,20.1,High,Clear,Partner C,2834.88,14,74.2,93.2,Delayed,19.0,Sunday,December
10363,2025-12-29,Pune,Electronics,23.22,Low,Cloudy,Partner B,1252.74,24,90.44,92.44,Delayed,2.0,Monday,December
10364,2025-12-30,Delhi,Beauty,25.53,Medium,Rainy,Partner D,2258.66,5,76.06,106.06,Delayed,30.0,Tuesday,December
10365,2025-12-31,Chennai,Beauty,18.79,Medium,Rainy,Partner B,3330.87,8,65.58,95.58,Delayed,30.0,Wednesday,December
10366,2026-01-01,Pune,Electronics,3.57,Medium,Cloudy,Partner A,3690.23,17,44.14,61.14,Delayed,17.0,Thursday,January
10367,2026-01-02,Bangalore,Clothing,15.14,Medium,Clear,Partner C,203.44,16,66.28,80.28,Delayed,14.0,Friday,January
10368,2026-01-03,Hyderabad,Clothing,3.25,Medium,Clear,Partner C,4696.9,15,41.5,56.5,Delayed,15.0,Saturday,January
10369,2026-01-04,Delhi,Beauty,12.82,Medium,Clear,Partner B,989.72,14,59.64,71.64,Delayed,12.0,Sunday,January
10370,2026-01-05,Hyderabad,Electronics,12.81,High,Clear,Partner B,1321.19,19,64.62,85.62,Delayed,21.0,Monday,January
10371,2026-01-06,Pune,Clothing,2.91,Low,Clear,Partner A,1464.67,9,34.82,36.82,Delayed,2.0,Tuesday,January
10372,2026-01-07,Pune,Electronics,11.12,High,Clear,Partner D,381.54,29,71.24,97.24,Delayed,26.0,Wednesday,January
10373,2026-01-08,Delhi,Electronics,4.22,Medium,Clear,Partner C,790.65,21,49.44,61.44,Delayed,12.0,Thursday,January
10374,2026-01-09,Bangalore,Electronics,24.44,High,Rainy,Partner C,4934.48,9,77.88,110.88,Delayed,33.0,Friday,January
10375,2026-01-10,Mumbai,Home & Kitchen,28.48,Medium,Cloudy,Partner A,1713.04,6,82.96000000000001,91.96000000000001,Delayed,9.0,Saturday,January
10376,2026-01-11,Delhi,Electronics,3.1,High,Rainy,Partner A,753.45,13,39.2,76.2,Delayed,37.0,Sunday,January
10377,2026-01-12,Mumbai,Home & Kitchen,28.7,Low,Cloudy,Partner B,713.56,10,87.4,99.4,Delayed,12.0,Monday,January
10378,2026-01-13,Chennai,Beauty,16.15,High,Clear,Partner B,3653.41,22,74.3,104.3,Delayed,30.0,Tuesday,January
10379,2026-01-14,Mumbai,Clothing,9.69,Low,Cloudy,Partner D,4301.93,18,57.379999999999995,63.379999999999995,Delayed,6.0,Wednesday,January
10380,2026-01-15,Bangalore,Clothing,3.23,High,Clear,Partner A,1433.37,23,49.46,76.46000000000001,Delayed,27.000000000000007,Thursday,January
10381,2026-01-16,Chennai,Clothing,15.52,High,Cloudy,Partner D,300.37,18,69.03999999999999,93.03999999999999,Delayed,24.0,Friday,January
10382,2026-01-17,Mumbai,Clothing,24.04,Low,Clear,Partner A,1270.83,12,80.08,86.08,Delayed,6.0,Saturday,January
10383,2026-01-18,Chennai,Clothing,21.51,Low,Rainy,Partner C,471.28,21,84.02000000000001,101.02000000000001,Delayed,17.0,Sunday,January
10384,2026-01-19,Mumbai,Clothing,2.46,High,Clear,Partner A,696.3,7,31.92,60.92,Delayed,29.0,Monday,January
10385,2026-01-20,Bangalore,Clothing,3.11,Low,Clear,Partner A,2271.24,14,40.22,40.22,On Time,0.0,Tuesday,January
10386,2026-01-21,Mumbai,Beauty,12.68,High,Rainy,Partner C,1303.61,21,66.36,108.36,Delayed,42.0,Wednesday,January
10387,2026-01-22,Mumbai,Electronics,9.56,Low,Clear,Partner A,2676.54,15,54.120000000000005,57.120000000000005,Delayed,3.0,Thursday,January
10388,2026-01-23,Mumbai,Grocery,7.74,Low,Cloudy,Partner D,1416.77,12,47.480000000000004,57.480000000000004,Delayed,10.0,Friday,January
10389,2026-01-24,Delhi,Home & Kitchen,9.15,High,Cloudy,Partner B,4714.58,5,43.3,61.3,Delayed,18.0,Saturday,January
